ID,Imię,Nazwisko,Dział,Stanowisko,Wynagrodzenie,Premia,Waluta,Data wypłaty,Email,Telefon,Miasto,Kraj,Umowa,Staż lata,Godziny,Status,Ocena,Projekt,Opis
6062,"Imię 6062","Nazwisko 6062",Sprzedaż,Pracownik,4700,0,PLN,2026-09-15,user6062@example.com,+481001006062,Warszawa,Polska,UoP,3,182,Aktywny,3,"Projekt 6062","Rozliczenie miesiąca dla użytkownika 6062"
6063,"Imię 6063","Nazwisko 6063",Logistyka,Specjalista,4800,150,PLN,2026-09-16,user6063@example.com,+481001006063,Warszawa,Polska,UoP,4,183,Aktywny,4,"Projekt 6063","Rozliczenie miesiąca dla użytkownika 6063"
6064,"Imię 6064","Nazwisko 6064",Sprzedaż,Pracownik,4900,300,PLN,2026-09-17,user6064@example.com,+481001006064,Warszawa,Polska,UoP,5,184,Aktywny,5,"Projekt 6064","Rozliczenie miesiąca dla użytkownika 6064"
6065,"Imię 6065","Nazwisko 6065",Logistyka,Pracownik,5000,450,PLN,2026-09-18,user6065@example.com,+481001006065,Warszawa,Polska,UoP,6,185,Aktywny,1,"Projekt 6065","Rozliczenie miesiąca dla użytkownika 6065"
6066,"Imię 6066","Nazwisko 6066",Sprzedaż,Specjalista,5100,600,PLN,2026-09-19,user6066@example.com,+481001006066,Warszawa,Polska,UoP,7,186,Aktywny,2,"Projekt 6066","Rozliczenie miesiąca dla użytkownika 6066"
6067,"Imię 6067","Nazwisko 6067",Logistyka,Pracownik,5200,750,PLN,2026-09-20,user6067@example.com,+481001006067,Warszawa,Polska,UoP,8,187,Aktywny,3,"Projekt 6067","Rozliczenie miesiąca dla użytkownika 6067"
6068,"Imię 6068","Nazwisko 6068",Sprzedaż,Pracownik,5300,900,PLN,2026-09-21,user6068@example.com,+481001006068,Warszawa,Polska,UoP,9,188,Aktywny,4,"Projekt 6068","Rozliczenie miesiąca dla użytkownika 6068"
6069,"Imię 6069","Nazwisko 6069",Logistyka,Specjalista,5400,0,PLN,2026-09-22,user6069@example.com,+481001006069,Warszawa,Polska,UoP,10,189,Aktywny,5,"Projekt 6069","Rozliczenie miesiąca dla użytkownika 6069"
6070,"Imię 6070","Nazwisko 6070",Sprzedaż,Pracownik,5500,150,PLN,2026-09-23,user6070@example.com,+481001006070,Warszawa,Polska,UoP,11,190,Aktywny,1,"Projekt 6070","Rozliczenie miesiąca dla użytkownika 6070"
6071,"Imię 6071","Nazwisko 6071",Logistyka,Pracownik,5600,300,PLN,2026-09-24,user6071@example.com,+481001006071,Warszawa,Polska,UoP,12,191,Aktywny,2,"Projekt 6071","Rozliczenie miesiąca dla użytkownika 6071"
6072,"Imię 6072","Nazwisko 6072",Sprzedaż,Specjalista,5700,450,PLN,2026-09-25,user6072@example.com,+481001006072,Warszawa,Polska,UoP,1,192,Aktywny,3,"Projekt 6072","Rozliczenie miesiąca dla użytkownika 6072"
6073,"Imię 6073","Nazwisko 6073",Logistyka,Pracownik,5800,600,PLN,2026-09-26,user6073@example.com,+481001006073,Warszawa,Polska,UoP,2,193,Aktywny,4,"Projekt 6073","Rozliczenie miesiąca dla użytkownika 6073"
6074,"Imię 6074","Nazwisko 6074",Sprzedaż,Pracownik,5900,750,PLN,2026-09-27,user6074@example.com,+481001006074,Warszawa,Polska,UoP,3,194,Aktywny,5,"Projekt 6074","Rozliczenie miesiąca dla użytkownika 6074"
6075,"Imię 6075","Nazwisko 6075",Logistyka,Specjalista,3500,900,PLN,2026-09-28,user6075@example.com,+481001006075,Warszawa,Polska,UoP,4,195,Aktywny,1,"Projekt 6075","Rozliczenie miesiąca dla użytkownika 6075"
6076,"Imię 6076","Nazwisko 6076",Sprzedaż,Pracownik,3600,0,PLN,2026-09-01,user6076@example.com,+481001006076,Warszawa,Polska,UoP,5,196,Aktywny,2,"Projekt 6076","Rozliczenie miesiąca dla użytkownika 6076"
6077,"Imię 6077","Nazwisko 6077",Logistyka,Pracownik,3700,150,PLN,2026-09-02,user6077@example.com,+481001006077,Warszawa,Polska,UoP,6,197,Aktywny,3,"Projekt 6077","Rozliczenie miesiąca dla użytkownika 6077"
6078,"Imię 6078","Nazwisko 6078",Sprzedaż,Specjalista,3800,300,PLN,2026-09-03,user6078@example.com,+481001006078,Warszawa,Polska,UoP,7,198,Aktywny,4,"Projekt 6078","Rozliczenie miesiąca dla użytkownika 6078"
6079,"Imię 6079","Nazwisko 6079",Logistyka,Pracownik,3900,450,PLN,2026-09-04,user6079@example.com,+481001006079,Warszawa,Polska,UoP,8,199,Aktywny,5,"Projekt 6079","Rozliczenie miesiąca dla użytkownika 6079"
6080,"Imię 6080","Nazwisko 6080",Sprzedaż,Pracownik,4000,600,PLN,2026-09-05,user6080@example.com,+481001006080,Warszawa,Polska,UoP,9,160,Aktywny,1,"Projekt 6080","Rozliczenie miesiąca dla użytkownika 6080"
6081,"Imię 6081","Nazwisko 6081",Logistyka,Specjalista,4100,750,PLN,2026-09-06,user6081@example.com,+481001006081,Warszawa,Polska,UoP,10,161,Aktywny,2,"Projekt 6081","Rozliczenie miesiąca dla użytkownika 6081"
6082,"Imię 6082","Nazwisko 6082",Sprzedaż,Pracownik,4200,900,PLN,2026-09-07,user6082@example.com,+481001006082,Warszawa,Polska,UoP,11,162,Aktywny,3,"Projekt 6082","Rozliczenie miesiąca dla użytkownika 6082"
6083,"Imię 6083","Nazwisko 6083",Logistyka,Pracownik,4300,0,PLN,2026-09-08,user6083@example.com,+481001006083,Warszawa,Polska,UoP,12,163,Aktywny,4,"Projekt 6083","Rozliczenie miesiąca dla użytkownika 6083"
6084,"Imię 6084","Nazwisko 6084",Sprzedaż,Specjalista,4400,150,PLN,2026-09-09,user6084@example.com,+481001006084,Warszawa,Polska,UoP,1,164,Aktywny,5,"Projekt 6084","Rozliczenie miesiąca dla użytkownika 6084"
6085,"Imię 6085","Nazwisko 6085",Logistyka,Pracownik,4500,300,PLN,2026-09-10,user6085@example.com,+481001006085,Warszawa,Polska,UoP,2,165,Aktywny,1,"Projekt 6085","Rozliczenie miesiąca dla użytkownika 6085"
6086,"Imię 6086","Nazwisko 6086",Sprzedaż,Pracownik,4600,450,PLN,2026-09-11,user6086@example.com,+481001006086,Warszawa,Polska,UoP,3,166,Aktywny,2,"Projekt 6086","Rozliczenie miesiąca dla użytkownika 6086"
6087,"Imię 6087","Nazwisko 6087",Logistyka,Specjalista,4700,600,PLN,2026-09-12,user6087@example.com,+481001006087,Warszawa,Polska,UoP,4,167,Aktywny,3,"Projekt 6087","Rozliczenie miesiąca dla użytkownika 6087"
6088,"Imię 6088","Nazwisko 6088",Sprzedaż,Pracownik,4800,750,PLN,2026-09-13,user6088@example.com,+481001006088,Warszawa,Polska,UoP,5,168,Aktywny,4,"Projekt 6088","Rozliczenie miesiąca dla użytkownika 6088"
6089,"Imię 6089","Nazwisko 6089",Logistyka,Pracownik,4900,900,PLN,2026-09-14,user6089@example.com,+481001006089,Warszawa,Polska,UoP,6,169,Aktywny,5,"Projekt 6089","Rozliczenie miesiąca dla użytkownika 6089"
6090,"Imię 6090","Nazwisko 6090",Sprzedaż,Specjalista,5000,0,PLN,2026-09-15,user6090@example.com,+481001006090,Warszawa,Polska,UoP,7,170,Aktywny,1,"Projekt 6090","Rozliczenie miesiąca dla użytkownika 6090"
6091,"Imię 6091","Nazwisko 6091",Logistyka,Pracownik,5100,150,PLN,2026-09-16,user6091@example.com,+481001006091,Warszawa,Polska,UoP,8,171,Aktywny,2,"Projekt 6091","Rozliczenie miesiąca dla użytkownika 6091"
6092,"Imię 6092","Nazwisko 6092",Sprzedaż,Pracownik,5200,300,PLN,2026-09-17,user6092@example.com,+481001006092,Warszawa,Polska,UoP,9,172,Aktywny,3,"Projekt 6092","Rozliczenie miesiąca dla użytkownika 6092"
6093,"Imię 6093","Nazwisko 6093",Logistyka,Specjalista,5300,450,PLN,2026-09-18,user6093@example.com,+481001006093,Warszawa,Polska,UoP,10,173,Aktywny,4,"Projekt 6093","Rozliczenie miesiąca dla użytkownika 6093"
6094,"Imię 6094","Nazwisko 6094",Sprzedaż,Pracownik,5400,600,PLN,2026-09-19,user6094@example.com,+481001006094,Warszawa,Polska,UoP,11,174,Aktywny,5,"Projekt 6094","Rozliczenie miesiąca dla użytkownika 6094"
6095,"Imię 6095","Nazwisko 6095",Logistyka,Pracownik,5500,750,PLN,2026-09-20,user6095@example.com,+481001006095,Warszawa,Polska,UoP,12,175,Aktywny,1,"Projekt 6095","Rozliczenie miesiąca dla użytkownika 6095"
6096,"Imię 6096","Nazwisko 6096",Sprzedaż,Specjalista,5600,900,PLN,2026-09-21,user6096@example.com,+481001006096,Warszawa,Polska,UoP,1,176,Aktywny,2,"Projekt 6096","Rozliczenie miesiąca dla użytkownika 6096"
6097,"Imię 6097","Nazwisko 6097",Logistyka,Pracownik,5700,0,PLN,2026-09-22,user6097@example.com,+481001006097,Warszawa,Polska,UoP,2,177,Aktywny,3,"Projekt 6097","Rozliczenie miesiąca dla użytkownika 6097"
6098,"Imię 6098","Nazwisko 6098",Sprzedaż,Pracownik,5800,150,PLN,2026-09-23,user6098@example.com,+481001006098,Warszawa,Polska,UoP,3,178,Aktywny,4,"Projekt 6098","Rozliczenie miesiąca dla użytkownika 6098"
6099,"Imię 6099","Nazwisko 6099",Logistyka,Specjalista,5900,300,PLN,2026-09-24,user6099@example.com,+481001006099,Warszawa,Polska,UoP,4,179,Aktywny,5,"Projekt 6099","Rozliczenie miesiąca dla użytkownika 6099"
6100,"Imię 6100","Nazwisko 6100",Sprzedaż,Pracownik,3500,450,PLN,2026-09-25,user6100@example.com,+481001006100,Warszawa,Polska,UoP,5,180,Aktywny,1,"Projekt 6100","Rozliczenie miesiąca dla użytkownika 6100"
6101,"Imię 6101","Nazwisko 6101",Logistyka,Pracownik,3600,600,PLN,2026-09-26,user6101@example.com,+481001006101,Warszawa,Polska,UoP,6,181,Aktywny,2,"Projekt 6101","Rozliczenie miesiąca dla użytkownika 6101"
6102,"Imię 6102","Nazwisko 6102",Sprzedaż,Specjalista,3700,750,PLN,2026-09-27,user6102@example.com,+481001006102,Warszawa,Polska,UoP,7,182,Aktywny,3,"Projekt 6102","Rozliczenie miesiąca dla użytkownika 6102"
6103,"Imię 6103","Nazwisko 6103",Logistyka,Pracownik,3800,900,PLN,2026-09-28,user6103@example.com,+481001006103,Warszawa,Polska,UoP,8,183,Aktywny,4,"Projekt 6103","Rozliczenie miesiąca dla użytkownika 6103"
6104,"Imię 6104","Nazwisko 6104",Sprzedaż,Pracownik,3900,0,PLN,2026-09-01,user6104@example.com,+481001006104,Warszawa,Polska,UoP,9,184,Aktywny,5,"Projekt 6104","Rozliczenie miesiąca dla użytkownika 6104"
6105,"Imię 6105","Nazwisko 6105",Logistyka,Specjalista,4000,150,PLN,2026-09-02,user6105@example.com,+481001006105,Warszawa,Polska,UoP,10,185,Aktywny,1,"Projekt 6105","Rozliczenie miesiąca dla użytkownika 6105"
6106,"Imię 6106","Nazwisko 6106",Sprzedaż,Pracownik,4100,300,PLN,2026-09-03,user6106@example.com,+481001006106,Warszawa,Polska,UoP,11,186,Aktywny,2,"Projekt 6106","Rozliczenie miesiąca dla użytkownika 6106"
6107,"Imię 6107","Nazwisko 6107",Logistyka,Pracownik,4200,450,PLN,2026-09-04,user6107@example.com,+481001006107,Warszawa,Polska,UoP,12,187,Aktywny,3,"Projekt 6107","Rozliczenie miesiąca dla użytkownika 6107"
6108,"Imię 6108","Nazwisko 6108",Sprzedaż,Specjalista,4300,600,PLN,2026-09-05,user6108@example.com,+481001006108,Warszawa,Polska,UoP,1,188,Aktywny,4,"Projekt 6108","Rozliczenie miesiąca dla użytkownika 6108"
6109,"Imię 6109","Nazwisko 6109",Logistyka,Pracownik,4400,750,PLN,2026-09-06,user6109@example.com,+481001006109,Warszawa,Polska,UoP,2,189,Aktywny,5,"Projekt 6109","Rozliczenie miesiąca dla użytkownika 6109"
6110,"Imię 6110","Nazwisko 6110",Sprzedaż,Pracownik,4500,900,PLN,2026-09-07,user6110@example.com,+481001006110,Warszawa,Polska,UoP,3,190,Aktywny,1,"Projekt 6110","Rozliczenie miesiąca dla użytkownika 6110"
6111,"Imię 6111","Nazwisko 6111",Logistyka,Specjalista,4600,0,PLN,2026-09-08,user6111@example.com,+481001006111,Warszawa,Polska,UoP,4,191,Aktywny,2,"Projekt 6111","Rozliczenie miesiąca dla użytkownika 6111"
6112,"Imię 6112","Nazwisko 6112",Sprzedaż,Pracownik,4700,150,PLN,2026-09-09,user6112@example.com,+481001006112,Warszawa,Polska,UoP,5,192,Aktywny,3,"Projekt 6112","Rozliczenie miesiąca dla użytkownika 6112"
6113,"Imię 6113","Nazwisko 6113",Logistyka,Pracownik,4800,300,PLN,2026-09-10,user6113@example.com,+481001006113,Warszawa,Polska,UoP,6,193,Aktywny,4,"Projekt 6113","Rozliczenie miesiąca dla użytkownika 6113"
6114,"Imię 6114","Nazwisko 6114",Sprzedaż,Specjalista,4900,450,PLN,2026-09-11,user6114@example.com,+481001006114,Warszawa,Polska,UoP,7,194,Aktywny,5,"Projekt 6114","Rozliczenie miesiąca dla użytkownika 6114"
6115,"Imię 6115","Nazwisko 6115",Logistyka,Pracownik,5000,600,PLN,2026-09-12,user6115@example.com,+481001006115,Warszawa,Polska,UoP,8,195,Aktywny,1,"Projekt 6115","Rozliczenie miesiąca dla użytkownika 6115"
6116,"Imię 6116","Nazwisko 6116",Sprzedaż,Pracownik,5100,750,PLN,2026-09-13,user6116@example.com,+481001006116,Warszawa,Polska,UoP,9,196,Aktywny,2,"Projekt 6116","Rozliczenie miesiąca dla użytkownika 6116"
6117,"Imię 6117","Nazwisko 6117",Logistyka,Specjalista,5200,900,PLN,2026-09-14,user6117@example.com,+481001006117,Warszawa,Polska,UoP,10,197,Aktywny,3,"Projekt 6117","Rozliczenie miesiąca dla użytkownika 6117"
6118,"Imię 6118","Nazwisko 6118",Sprzedaż,Pracownik,5300,0,PLN,2026-09-15,user6118@example.com,+481001006118,Warszawa,Polska,UoP,11,198,Aktywny,4,"Projekt 6118","Rozliczenie miesiąca dla użytkownika 6118"
6119,"Imię 6119","Nazwisko 6119",Logistyka,Pracownik,5400,150,PLN,2026-09-16,user6119@example.com,+481001006119,Warszawa,Polska,UoP,12,199,Aktywny,5,"Projekt 6119","Rozliczenie miesiąca dla użytkownika 6119"
6120,"Imię 6120","Nazwisko 6120",Sprzedaż,Specjalista,5500,300,PLN,2026-09-17,user6120@example.com,+481001006120,Warszawa,Polska,UoP,1,160,Aktywny,1,"Projekt 6120","Rozliczenie miesiąca dla użytkownika 6120"
6121,"Imię 6121","Nazwisko 6121",Logistyka,Pracownik,5600,450,PLN,2026-09-18,user6121@example.com,+481001006121,Warszawa,Polska,UoP,2,161,Aktywny,2,"Projekt 6121","Rozliczenie miesiąca dla użytkownika 6121"
6122,"Imię 6122","Nazwisko 6122",Sprzedaż,Pracownik,5700,600,PLN,2026-09-19,user6122@example.com,+481001006122,Warszawa,Polska,UoP,3,162,Aktywny,3,"Projekt 6122","Rozliczenie miesiąca dla użytkownika 6122"
6123,"Imię 6123","Nazwisko 6123",Logistyka,Specjalista,5800,750,PLN,2026-09-20,user6123@example.com,+481001006123,Warszawa,Polska,UoP,4,163,Aktywny,4,"Projekt 6123","Rozliczenie miesiąca dla użytkownika 6123"
6124,"Imię 6124","Nazwisko 6124",Sprzedaż,Pracownik,5900,900,PLN,2026-09-21,user6124@example.com,+481001006124,Warszawa,Polska,UoP,5,164,Aktywny,5,"Projekt 6124","Rozliczenie miesiąca dla użytkownika 6124"
6125,"Imię 6125","Nazwisko 6125",Logistyka,Pracownik,3500,0,PLN,2026-09-22,user6125@example.com,+481001006125,Warszawa,Polska,UoP,6,165,Aktywny,1,"Projekt 6125","Rozliczenie miesiąca dla użytkownika 6125"
6126,"Imię 6126","Nazwisko 6126",Sprzedaż,Specjalista,3600,150,PLN,2026-09-23,user6126@example.com,+481001006126,Warszawa,Polska,UoP,7,166,Aktywny,2,"Projekt 6126","Rozliczenie miesiąca dla użytkownika 6126"
6127,"Imię 6127","Nazwisko 6127",Logistyka,Pracownik,3700,300,PLN,2026-09-24,user6127@example.com,+481001006127,Warszawa,Polska,UoP,8,167,Aktywny,3,"Projekt 6127","Rozliczenie miesiąca dla użytkownika 6127"
6128,"Imię 6128","Nazwisko 6128",Sprzedaż,Pracownik,3800,450,PLN,2026-09-25,user6128@example.com,+481001006128,Warszawa,Polska,UoP,9,168,Aktywny,4,"Projekt 6128","Rozliczenie miesiąca dla użytkownika 6128"
6129,"Imię 6129","Nazwisko 6129",Logistyka,Specjalista,3900,600,PLN,2026-09-26,user6129@example.com,+481001006129,Warszawa,Polska,UoP,10,169,Aktywny,5,"Projekt 6129","Rozliczenie miesiąca dla użytkownika 6129"
6130,"Imię 6130","Nazwisko 6130",Sprzedaż,Pracownik,4000,750,PLN,2026-09-27,user6130@example.com,+481001006130,Warszawa,Polska,UoP,11,170,Aktywny,1,"Projekt 6130","Rozliczenie miesiąca dla użytkownika 6130"
6131,"Imię 6131","Nazwisko 6131",Logistyka,Pracownik,4100,900,PLN,2026-09-28,user6131@example.com,+481001006131,Warszawa,Polska,UoP,12,171,Aktywny,2,"Projekt 6131","Rozliczenie miesiąca dla użytkownika 6131"
6132,"Imię 6132","Nazwisko 6132",Sprzedaż,Specjalista,4200,0,PLN,2026-09-01,user6132@example.com,+481001006132,Warszawa,Polska,UoP,1,172,Aktywny,3,"Projekt 6132","Rozliczenie miesiąca dla użytkownika 6132"
6133,"Imię 6133","Nazwisko 6133",Logistyka,Pracownik,4300,150,PLN,2026-09-02,user6133@example.com,+481001006133,Warszawa,Polska,UoP,2,173,Aktywny,4,"Projekt 6133","Rozliczenie miesiąca dla użytkownika 6133"
6134,"Imię 6134","Nazwisko 6134",Sprzedaż,Pracownik,4400,300,PLN,2026-09-03,user6134@example.com,+481001006134,Warszawa,Polska,UoP,3,174,Aktywny,5,"Projekt 6134","Rozliczenie miesiąca dla użytkownika 6134"
6135,"Imię 6135","Nazwisko 6135",Logistyka,Specjalista,4500,450,PLN,2026-09-04,user6135@example.com,+481001006135,Warszawa,Polska,UoP,4,175,Aktywny,1,"Projekt 6135","Rozliczenie miesiąca dla użytkownika 6135"
6136,"Imię 6136","Nazwisko 6136",Sprzedaż,Pracownik,4600,600,PLN,2026-09-05,user6136@example.com,+481001006136,Warszawa,Polska,UoP,5,176,Aktywny,2,"Projekt 6136","Rozliczenie miesiąca dla użytkownika 6136"
6137,"Imię 6137","Nazwisko 6137",Logistyka,Pracownik,4700,750,PLN,2026-09-06,user6137@example.com,+481001006137,Warszawa,Polska,UoP,6,177,Aktywny,3,"Projekt 6137","Rozliczenie miesiąca dla użytkownika 6137"
6138,"Imię 6138","Nazwisko 6138",Sprzedaż,Specjalista,4800,900,PLN,2026-09-07,user6138@example.com,+481001006138,Warszawa,Polska,UoP,7,178,Aktywny,4,"Projekt 6138","Rozliczenie miesiąca dla użytkownika 6138"
6139,"Imię 6139","Nazwisko 6139",Logistyka,Pracownik,4900,0,PLN,2026-09-08,user6139@example.com,+481001006139,Warszawa,Polska,UoP,8,179,Aktywny,5,"Projekt 6139","Rozliczenie miesiąca dla użytkownika 6139"
6140,"Imię 6140","Nazwisko 6140",Sprzedaż,Pracownik,5000,150,PLN,2026-09-09,user6140@example.com,+481001006140,Warszawa,Polska,UoP,9,180,Aktywny,1,"Projekt 6140","Rozliczenie miesiąca dla użytkownika 6140"
6141,"Imię 6141","Nazwisko 6141",Logistyka,Specjalista,5100,300,PLN,2026-09-10,user6141@example.com,+481001006141,Warszawa,Polska,UoP,10,181,Aktywny,2,"Projekt 6141","Rozliczenie miesiąca dla użytkownika 6141"
6142,"Imię 6142","Nazwisko 6142",Sprzedaż,Pracownik,5200,450,PLN,2026-09-11,user6142@example.com,+481001006142,Warszawa,Polska,UoP,11,182,Aktywny,3,"Projekt 6142","Rozliczenie miesiąca dla użytkownika 6142"
6143,"Imię 6143","Nazwisko 6143",Logistyka,Pracownik,5300,600,PLN,2026-09-12,user6143@example.com,+481001006143,Warszawa,Polska,UoP,12,183,Aktywny,4,"Projekt 6143","Rozliczenie miesiąca dla użytkownika 6143"
6144,"Imię 6144","Nazwisko 6144",Sprzedaż,Specjalista,5400,750,PLN,2026-09-13,user6144@example.com,+481001006144,Warszawa,Polska,UoP,1,184,Aktywny,5,"Projekt 6144","Rozliczenie miesiąca dla użytkownika 6144"
6145,"Imię 6145","Nazwisko 6145",Logistyka,Pracownik,5500,900,PLN,2026-09-14,user6145@example.com,+481001006145,Warszawa,Polska,UoP,2,185,Aktywny,1,"Projekt 6145","Rozliczenie miesiąca dla użytkownika 6145"
6146,"Imię 6146","Nazwisko 6146",Sprzedaż,Pracownik,5600,0,PLN,2026-09-15,user6146@example.com,+481001006146,Warszawa,Polska,UoP,3,186,Aktywny,2,"Projekt 6146","Rozliczenie miesiąca dla użytkownika 6146"
6147,"Imię 6147","Nazwisko 6147",Logistyka,Specjalista,5700,150,PLN,2026-09-16,user6147@example.com,+481001006147,Warszawa,Polska,UoP,4,187,Aktywny,3,"Projekt 6147","Rozliczenie miesiąca dla użytkownika 6147"
6148,"Imię 6148","Nazwisko 6148",Sprzedaż,Pracownik,5800,300,PLN,2026-09-17,user6148@example.com,+481001006148,Warszawa,Polska,UoP,5,188,Aktywny,4,"Projekt 6148","Rozliczenie miesiąca dla użytkownika 6148"
6149,"Imię 6149","Nazwisko 6149",Logistyka,Pracownik,5900,450,PLN,2026-09-18,user6149@example.com,+481001006149,Warszawa,Polska,UoP,6,189,Aktywny,5,"Projekt 6149","Rozliczenie miesiąca dla użytkownika 6149"
6150,"Imię 6150","Nazwisko 6150",Sprzedaż,Specjalista,3500,600,PLN,2026-09-19,user6150@example.com,+481001006150,Warszawa,Polska,UoP,7,190,Aktywny,1,"Projekt 6150","Rozliczenie miesiąca dla użytkownika 6150"
6151,"Imię 6151","Nazwisko 6151",Logistyka,Pracownik,3600,750,PLN,2026-09-20,user6151@example.com,+481001006151,Warszawa,Polska,UoP,8,191,Aktywny,2,"Projekt 6151","Rozliczenie miesiąca dla użytkownika 6151"
6152,"Imię 6152","Nazwisko 6152",Sprzedaż,Pracownik,3700,900,PLN,2026-09-21,user6152@example.com,+481001006152,Warszawa,Polska,UoP,9,192,Aktywny,3,"Projekt 6152","Rozliczenie miesiąca dla użytkownika 6152"
6153,"Imię 6153","Nazwisko 6153",Logistyka,Specjalista,3800,0,PLN,2026-09-22,user6153@example.com,+481001006153,Warszawa,Polska,UoP,10,193,Aktywny,4,"Projekt 6153","Rozliczenie miesiąca dla użytkownika 6153"
6154,"Imię 6154","Nazwisko 6154",Sprzedaż,Pracownik,3900,150,PLN,2026-09-23,user6154@example.com,+481001006154,Warszawa,Polska,UoP,11,194,Aktywny,5,"Projekt 6154","Rozliczenie miesiąca dla użytkownika 6154"
6155,"Imię 6155","Nazwisko 6155",Logistyka,Pracownik,4000,300,PLN,2026-09-24,user6155@example.com,+481001006155,Warszawa,Polska,UoP,12,195,Aktywny,1,"Projekt 6155","Rozliczenie miesiąca dla użytkownika 6155"
6156,"Imię 6156","Nazwisko 6156",Sprzedaż,Specjalista,4100,450,PLN,2026-09-25,user6156@example.com,+481001006156,Warszawa,Polska,UoP,1,196,Aktywny,2,"Projekt 6156","Rozliczenie miesiąca dla użytkownika 6156"
6157,"Imię 6157","Nazwisko 6157",Logistyka,Pracownik,4200,600,PLN,2026-09-26,user6157@example.com,+481001006157,Warszawa,Polska,UoP,2,197,Aktywny,3,"Projekt 6157","Rozliczenie miesiąca dla użytkownika 6157"
6158,"Imię 6158","Nazwisko 6158",Sprzedaż,Pracownik,4300,750,PLN,2026-09-27,user6158@example.com,+481001006158,Warszawa,Polska,UoP,3,198,Aktywny,4,"Projekt 6158","Rozliczenie miesiąca dla użytkownika 6158"
6159,"Imię 6159","Nazwisko 6159",Logistyka,Specjalista,4400,900,PLN,2026-09-28,user6159@example.com,+481001006159,Warszawa,Polska,UoP,4,199,Aktywny,5,"Projekt 6159","Rozliczenie miesiąca dla użytkownika 6159"
6160,"Imię 6160","Nazwisko 6160",Sprzedaż,Pracownik,4500,0,PLN,2026-09-01,user6160@example.com,+481001006160,Warszawa,Polska,UoP,5,160,Aktywny,1,"Projekt 6160","Rozliczenie miesiąca dla użytkownika 6160"
6161,"Imię 6161","Nazwisko 6161",Logistyka,Pracownik,4600,150,PLN,2026-09-02,user6161@example.com,+481001006161,Warszawa,Polska,UoP,6,161,Aktywny,2,"Projekt 6161","Rozliczenie miesiąca dla użytkownika 6161"
6162,"Imię 6162","Nazwisko 6162",Sprzedaż,Specjalista,4700,300,PLN,2026-09-03,user6162@example.com,+481001006162,Warszawa,Polska,UoP,7,162,Aktywny,3,"Projekt 6162","Rozliczenie miesiąca dla użytkownika 6162"
6163,"Imię 6163","Nazwisko 6163",Logistyka,Pracownik,4800,450,PLN,2026-09-04,user6163@example.com,+481001006163,Warszawa,Polska,UoP,8,163,Aktywny,4,"Projekt 6163","Rozliczenie miesiąca dla użytkownika 6163"
6164,"Imię 6164","Nazwisko 6164",Sprzedaż,Pracownik,4900,600,PLN,2026-09-05,user6164@example.com,+481001006164,Warszawa,Polska,UoP,9,164,Aktywny,5,"Projekt 6164","Rozliczenie miesiąca dla użytkownika 6164"
6165,"Imię 6165","Nazwisko 6165",Logistyka,Specjalista,5000,750,PLN,2026-09-06,user6165@example.com,+481001006165,Warszawa,Polska,UoP,10,165,Aktywny,1,"Projekt 6165","Rozliczenie miesiąca dla użytkownika 6165"
6166,"Imię 6166","Nazwisko 6166",Sprzedaż,Pracownik,5100,900,PLN,2026-09-07,user6166@example.com,+481001006166,Warszawa,Polska,UoP,11,166,Aktywny,2,"Projekt 6166","Rozliczenie miesiąca dla użytkownika 6166"
6167,"Imię 6167","Nazwisko 6167",Logistyka,Pracownik,5200,0,PLN,2026-09-08,user6167@example.com,+481001006167,Warszawa,Polska,UoP,12,167,Aktywny,3,"Projekt 6167","Rozliczenie miesiąca dla użytkownika 6167"
6168,"Imię 6168","Nazwisko 6168",Sprzedaż,Specjalista,5300,150,PLN,2026-09-09,user6168@example.com,+481001006168,Warszawa,Polska,UoP,1,168,Aktywny,4,"Projekt 6168","Rozliczenie miesiąca dla użytkownika 6168"
6169,"Imię 6169","Nazwisko 6169",Logistyka,Pracownik,5400,300,PLN,2026-09-10,user6169@example.com,+481001006169,Warszawa,Polska,UoP,2,169,Aktywny,5,"Projekt 6169","Rozliczenie miesiąca dla użytkownika 6169"
6170,"Imię 6170","Nazwisko 6170",Sprzedaż,Pracownik,5500,450,PLN,2026-09-11,user6170@example.com,+481001006170,Warszawa,Polska,UoP,3,170,Aktywny,1,"Projekt 6170","Rozliczenie miesiąca dla użytkownika 6170"
6171,"Imię 6171","Nazwisko 6171",Logistyka,Specjalista,5600,600,PLN,2026-09-12,user6171@example.com,+481001006171,Warszawa,Polska,UoP,4,171,Aktywny,2,"Projekt 6171","Rozliczenie miesiąca dla użytkownika 6171"
6172,"Imię 6172","Nazwisko 6172",Sprzedaż,Pracownik,5700,750,PLN,2026-09-13,user6172@example.com,+481001006172,Warszawa,Polska,UoP,5,172,Aktywny,3,"Projekt 6172","Rozliczenie miesiąca dla użytkownika 6172"
6173,"Imię 6173","Nazwisko 6173",Logistyka,Pracownik,5800,900,PLN,2026-09-14,user6173@example.com,+481001006173,Warszawa,Polska,UoP,6,173,Aktywny,4,"Projekt 6173","Rozliczenie miesiąca dla użytkownika 6173"
